1	1000	65	1
2	1000	65	1
3	1000	65	1
4	1000	65	1
5	1000	65	1
6	1000	65	1
7	1000	65	1
8	1000	65	1
9	1000	66	1
10	1000	66	1
11	1000	66	1
12	1000	66	1
13	1000	66	1
14	1000	66	1
15	1000	66	1
16	1000	66	1
17	1000	67	1
18	1000	67	1
19	1000	67	1
20	1000	67	1
21	1000	67	1
22	1000	67	1
23	1000	67	1
24	1000	67	1
25	1000	68	1
26	1000	68	1
27	1000	68	1
28	1000	68	1
29	1000	68	1
30	1000	68	1
31	1000	68	1
32	1000	68	1
33	1000	69	1
34	1000	69	1
35	1000	69	1
36	1000	69	1
37	1000	69	1
38	1000	69	1
39	1000	69	1
40	1000	69	1
41	1000	70	1
42	1000	70	1
43	1000	70	1
44	1000	70	1
45	1000	70	1
46	1000	70	1
47	1000	70	1
48	1000	70	1
49	1000	71	1
50	1000	71	1
51	1000	71	1
52	1000	71	1
53	1000	71	1
54	1000	71	1
55	1000	71	1
56	1000	71	1
57	1000	72	1
58	1000	72	1
59	1000	72	1
60	1000	72	1
61	1000	72	1
62	1000	72	1
63	1000	72	1
64	1000	72	1
